STATE_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE,COST_PER_KM,COMPLETION_RATE_ROAD,COMPLETION_RATE_BRIDGES,EXPENDITURE_PER_KM
Maharashtra,PMGSY-III,10,116.01,0,97.90609,8,110.51,0,90.2948,2,5.5,0,0.8439452633393673,0.9525902939401776,0.0,0.8170735680028955
Maharashtra,PMGSY-I,124,591.53,26,137.9873,124,578.33,26,136.3922,0,0.0,0,0.23327185434382028,0.9776849863912229,1.0,0.23583801635744298
Maharashtra,PMGSY-II,8,66.6,2,33.8249,8,65.9,2,30.3332,0,0.0,0,0.5078813813813814,0.9894894894894897,1.0,0.4602913505311077
Maharashtra,PMGSY-III,28,180.125,26,181.98311,19,146.401,0,100.2072,9,32.195,26,1.0103156696738376,0.8127744621790424,0.0,0.6844707344895185
Maharashtra,PMGSY-I,167,672.085,44,182.5027,167,659.03,44,174.4602,0,0.0,0,0.27154705134023227,0.9805753736506542,1.0,0.26472269851144864
Maharashtra,PMGSY-II,19,96.55,4,57.384,19,94.983,4,50.3306,0,0.0,0,0.5943448990160539,0.9837700673226308,1.0,0.5298906120042534
Maharashtra,PMGSY-III,22,161.361,15,159.35267,10,89.982,0,86.6647,12,70.986,15,0.9875538079213688,0.5576440403815048,0.0,0.9631337378586828
Maharashtra,PMGSY-I,225,854.19,31,172.0928,225,845.04,31,176.1568,0,0.0,0,0.2014689940177244,0.9892880974958732,1.0,0.20845971788317713
Maharashtra,PMGSY-II,12,101.72,9,68.0453,12,99.534,9,63.0521,0,0.0,0,0.6689471097129375,0.9785096342902085,1.0,0.6334729841059337
Maharashtra,PMGSY-III,30,185.56,3,169.05438,5,59.9,0,59.2833,25,125.66,3,0.9110496874326364,0.32280663936193144,0.0,0.9897045075125208
Maharashtra,PMGSY-I,137,502.25,8,98.1209,137,499.299,8,95.0626,0,0.0,0,0.19536266799402688,0.9941244400199104,1.0,0.19039212976593184
Maharashtra,PMGSY-II,10,66.61,0,36.1044,10,65.785,0,32.312,0,0.0,0,0.5420267227143072,0.9876144723014562,0.0,0.49117579995439686
Maharashtra,PMGSY-III,24,148.61,1,112.12138,14,107.993,0,67.4134,10,38.602,1,0.7544672633066415,0.7266873023349706,0.0,0.6242386080579296
Maharashtra,PMGSY-I,133,564.63,14,125.0043,133,564.63,14,126.5149,0,0.0,0,0.2213915307369428,1.0,1.0,0.22406691107450896
Maharashtra,PMGSY-II,6,46.25,2,24.2478,6,46.25,2,22.1955,0,0.0,0,0.5242767567567568,1.0,1.0,0.4799027027027027
Maharashtra,PMGSY-III,18,92.84,9,86.95096,5,68.68,0,54.4677,13,24.16,9,0.9365678586816026,0.7397673416630763,0.0,0.7930649388468258
Maharashtra,PMGSY-I,108,642.66,2,177.0111,108,639.25,2,158.5197,0,0.0,0,0.2754350667538045,0.9946939283602527,1.0,0.2479776300351975
Maharashtra,PMGSY-II,15,99.04,1,63.6278,15,98.053,1,53.3742,0,0.0,0,0.6424454765751211,0.9900343295638125,1.0,0.5443403057530112
Maharashtra,RCPLWEA,20,131.96,44,194.261,20,130.31,44,160.3229,0,0.0,0,1.4721203394968172,0.9874962109730221,1.0,1.230319238738393
Maharashtra,PMGSY-III,23,164.166,19,180.99309,14,120.331,0,78.805,9,42.145,19,1.102500456854647,0.7329836872434,0.0,0.654901895604624
Maharashtra,PMGSY-I,168,785.565,50,321.2574,166,748.235,50,307.7749,2,20.91,0,0.4089507551889404,0.9524800621208939,1.0,0.4113345406189232
Maharashtra,PMGSY-II,7,59.29,6,35.8535,7,59.29,6,30.0629,0,0.0,0,0.6047141170517794,1.0,1.0,0.5070484061393152
Maharashtra,PMGSY-III,13,125.075,7,110.2362,0,0.0,0,20.3836,13,125.075,7,0.881360783529882,0.0,0.0,20.3836
Maharashtra,PMGSY-I,272,1188.22,56,540.4844,272,1118.221,45,537.5698,0,0.0,11,0.45486896365992835,0.9410891922371278,0.8035714285714286,0.4807366343504549
Maharashtra,PMGSY-II,10,63.85,0,37.1005,10,63.622,0,25.7138,0,0.0,0,0.5810571652310101,0.9964291307752545,0.0,0.4041652258652667
Maharashtra,RCPLWEA,26,487.716,68,688.75014,16,378.161,49,365.8335,10,109.555,19,1.4121950889452057,0.7753713226549878,0.7205882352941176,0.9674014507048585
Maharashtra,PMGSY-III,14,99.63,2,85.35795,2,12.65,0,41.6429,12,86.45,2,0.8567494730502861,0.1269697882164007,0.0,3.2919288537549405
Maharashtra,PMGSY-I,241,853.052,13,183.9845,240,819.547,13,172.6935,1,0.8,0,0.21567794225908854,0.9607233791140517,1.0,0.21071823824625066
Maharashtra,PMGSY-II,13,86.81,1,49.5096,13,86.42,1,39.5875,0,0.0,0,0.5703213915447529,0.995507430019583,1.0,0.4580826197639435
Maharashtra,PMGSY-III,31,186.55,2,148.23996,22,167.558,0,47.4734,9,18.296,2,0.794639292414902,0.8981935138032698,0.0,0.2833251769536519
Maharashtra,PMGSY-I,170,488.07,20,101.0282,170,486.37,20,98.4918,0,0.0,0,0.2069953080500748,0.9965168930686172,1.0,0.20250385508974647
Maharashtra,PMGSY-II,6,33.9,1,21.0556,6,33.9,1,19.3926,0,0.0,0,0.6211091445427729,1.0,1.0,0.5720530973451328
Maharashtra,PMGSY-III,16,111.18,3,86.05522,9,95.25,0,78.5872,7,15.23,3,0.7740170894045691,0.8567188343227199,0.0,0.825062467191601
Maharashtra,PMGSY-I,172,788.33,16,202.1156,172,783.744,16,200.0156,0,0.0,0,0.2563845090254081,0.9941826392500602,1.0,0.25520527110893354
Maharashtra,PMGSY-II,18,115.52,3,56.6378,18,114.911,3,55.8172,0,0.0,0,0.4902856648199446,0.9947281855955679,1.0,0.4857428792717842
Maharashtra,PMGSY-III,19,138.22,2,109.3438,2,20.32,0,32.6109,17,117.74,2,0.791085226450586,0.14701200983938648,0.0,1.604867125984252
Maharashtra,PMGSY-I,175,818.15,65,230.2545,175,810.626,65,232.4458,0,0.0,0,0.2814331112876612,0.9908036423638698,1.0,0.2867485128777019
Maharashtra,PMGSY-II,9,49.95,4,37.4794,9,49.21,4,29.9556,0,0.0,0,0.7503383383383383,0.9851851851851852,1.0,0.6087299329404593
Maharashtra,PMGSY-III,26,149.075,20,164.24508,15,103.174,0,98.0669,11,44.15,20,1.101761395270837,0.6920945832634581,0.0,0.9505001260007366
Maharashtra,PMGSY-I,140,584.11,10,172.3683,140,579.25,9,186.1468,0,0.0,1,0.29509561555186525,0.9916796493811098,0.9,0.3213583081570997
Maharashtra,PMGSY-II,12,70.77,0,34.5714,12,69.68,0,34.0056,0,0.0,0,0.4885036032217041,0.9845979935000708,0.0,0.48802525832376575
Maharashtra,PMGSY-III,33,165.9,0,121.49701,9,45.635,0,60.24,24,120.24,0,0.7323508740204943,0.2750753465943339,0.0,1.3200394434096638
Maharashtra,PMGSY-I,196,617.392,44,178.2271,196,617.392,44,186.0695,0,0.0,0,0.2886773719128204,1.0,1.0,0.3013798364734237
Maharashtra,PMGSY-II,8,67.27,16,74.4051,8,66.85,16,65.4157,0,0.0,0,1.106066597294485,0.9937565036420395,1.0,0.9785445026178011
Maharashtra,PMGSY-III,24,169.973,9,171.9307,5,83.046,0,78.1064,19,86.977,9,1.011517711636554,0.4885834809057909,0.0,0.9405197119668616
Maharashtra,PMGSY-I,150,642.52,11,143.4769,150,621.51,11,143.1658,0,0.0,0,0.22330339911598082,0.9673006287742016,1.0,0.23035156312850957
Maharashtra,PMGSY-II,14,102.03,4,67.7418,14,99.349,4,51.8516,0,0.0,0,0.66394001764187,0.9737234146819563,1.0,0.5219136579130137
Maharashtra,PMGSY-III,31,215.975,19,230.20916,13,148.204,0,107.5999,18,67.431,19,1.0659065169579813,0.6862090519736082,0.0,0.7260256133437694
Maharashtra,PMGSY-I,119,644.39,20,160.0989,119,612.78,20,166.7206,0,0.0,0,0.24845031735439715,0.9509458557705737,1.0,0.27207252194914977
Maharashtra,PMGSY-II,15,107.23,5,64.4296,15,107.03,5,53.6438,0,0.0,0,0.6008542385526437,0.9981348503217383,1.0,0.5012034009156311
Maharashtra,PMGSY-III,30,215.95,6,184.47172,3,65.404,0,71.0129,27,150.546,6,0.8542334799722159,0.3028664042602454,0.0,1.0857577518194608
Maharashtra,PMGSY-I,194,1192.22,28,579.4886,189,1144.27,28,695.8085,5,30.36,0,0.4860584455889014,0.9597809129187566,1.0,0.6080806977374221
Maharashtra,PMGSY-II,5,39.55,1,19.0165,5,33.025,1,20.45,0,0.0,0,0.4808217446270544,0.8350189633375474,1.0,0.619227857683573
Maharashtra,PMGSY-III,21,155.815,0,102.41629,4,53.41,0,37.6346,17,101.99,0,0.6572941629496518,0.34277829477264704,0.0,0.7046358359857705
Maharashtra,PMGSY-I,212,1221.777,26,350.47184,212,1102.245,26,330.2004,0,0.0,0,0.2868541804273611,0.9021654524516338,1.0,0.2995707850795422
Maharashtra,PMGSY-II,20,138.255,4,79.8756,20,137.725,4,84.012,0,0.0,0,0.5777411305196919,0.9961665039239087,1.0,0.6099981847885279
Maharashtra,PMGSY-III,58,348.285,11,279.6408,16,118.265,0,118.6155,42,226.97,11,0.8029079633059132,0.3395638629283489,0.0,1.0029636832537099
Maharashtra,PMGSY-I,135,461.4,45,125.894,135,461.4,44,120.056,0,0.0,1,0.2728521889900304,1.0,0.9777777777777777,0.2601993931512787
Maharashtra,PMGSY-II,7,60.35,9,50.1433,7,60.3,9,47.0803,0,0.0,0,0.8308748964374483,0.9991714995857497,1.0,0.7807678275290216
Maharashtra,PMGSY-III,19,133.925,8,133.90147,7,79.045,0,88.1744,12,54.715,8,0.9998243046481238,0.5902184058241553,0.0,1.115496236321083
Maharashtra,PMGSY-I,186,371.319,1,132.5923,186,357.308,1,119.3815,0,0.0,0,0.3570846091904804,0.9622669456720501,1.0,0.3341137058224277
Maharashtra,PMGSY-II,6,56.9,1,30.8962,6,51.91,1,28.4738,0,0.0,0,0.5429912126537786,0.9123022847100175,1.0,0.54852244268927
Maharashtra,PMGSY-III,18,121.39,0,127.515,0,0.0,0,2.9321,18,121.39,0,1.0504572040530522,0.0,0.0,2.9321
Maharashtra,PMGSY-I,165,474.795,18,116.425,165,454.067,18,137.3005,0,0.0,0,0.2452110911024758,0.9563432639349614,1.0,0.302379384540167
Maharashtra,PMGSY-II,7,49.38,6,39.0058,7,48.58,6,35.4389,0,0.0,0,0.7899108950992304,0.9837991089509922,1.0,0.7294956772334293
Maharashtra,PMGSY-III,13,90.62,2,98.07583,0,0.0,0,13.9465,13,90.62,2,1.0822757669388654,0.0,0.0,13.9465
Maharashtra,PMGSY-I,259,1444.48,16,397.1502,258,1423.542,16,418.2672,1,3.12,0,0.27494337062472307,0.985504818342933,1.0,0.29382146785974705
Maharashtra,PMGSY-II,19,128.54,0,71.0317,19,124.44,0,68.8709,0,0.0,0,0.5526038587210207,0.9681033141434573,0.0,0.5534466409514626
Maharashtra,PMGSY-III,32,216.72,1,174.73142,0,28.89,0,53.3759,32,187.83,1,0.8062542451088963,0.13330564784053156,0.0,1.8475562478366216
Maharashtra,PMGSY-I,88,321.595,2,115.5063,87,307.79,2,126.688,1,4.65,0,0.35916696466052017,0.9570733375829847,1.0,0.4116053153123883
Maharashtra,PMGSY-II,9,59.569,0,27.5518,9,59.122,0,25.4363,0,0.0,0,0.4625190955026943,0.9924960969631855,0.0,0.43023409221609554
Maharashtra,PMGSY-III,24,122.355,0,102.66789,0,0.0,0,0.0,24,122.355,0,0.8390984430550448,0.0,0.0,0.0
Maharashtra,PMGSY-I,147,443.973,0,150.8118,147,443.715,0,155.6318,0,0.0,0,0.339686872850376,0.9994188835807583,0.0,0.35074721386475555
Maharashtra,PMGSY-II,14,85.91,7,50.1249,14,85.61,7,47.7912,0,0.0,0,0.5834582702828541,0.9965079734605984,1.0,0.5582431958883308
Maharashtra,PMGSY-III,36,224.321,0,173.39966,0,0.0,0,27.7916,36,224.321,0,0.7729978914145355,0.0,0.0,27.7916
Maharashtra,PMGSY-I,207,692.662,8,151.3623,207,676.734,8,153.4437,0,0.0,0,0.21852259832356907,0.9770046573942269,1.0,0.22674152621266258
Maharashtra,PMGSY-II,15,75.158,0,36.0634,15,74.769,0,36.1581,0,0.0,0,0.479834482024535,0.9948242369408447,0.0,0.48359748023913646
Maharashtra,PMGSY-III,22,128.668,0,105.73016,0,0.0,0,35.8635,22,128.668,0,0.8217284794976217,0.0,0.0,35.8635
Maharashtra,PMGSY-I,137,823.735,2,193.4119,137,801.885,2,180.4212,0,0.0,0,0.23479869132670095,0.9734744790496943,1.0,0.2249963523447876
Maharashtra,PMGSY-II,18,111.795,0,57.3397,18,107.28,0,51.7698,0,0.0,0,0.5129003980500022,0.9596135784247953,0.0,0.4825671140939597
Maharashtra,PMGSY-III,45,239.43,0,173.0806,2,9.97,0,35.6226,43,228.265,0,0.722886020966462,0.041640563003800694,0.0,3.572978936810431
Maharashtra,PMGSY-I,133,472.33,7,167.5529,133,462.475,6,166.9617,0,0.0,1,0.35473694239197173,0.9791353502847586,0.8571428571428571,0.36101778474512136
Maharashtra,PMGSY-II,17,81.782,3,53.8889,17,94.798,3,52.4985,0,0.0,0,0.6589335061504977,1.1591548262453841,1.0,0.5537933289731851
Maharashtra,PMGSY-III,33,132.218,0,114.24324,0,0.0,0,0.0,33,132.218,0,0.8640520957812099,0.0,0.0,0.0
Maharashtra,PMGSY-I,288,1243.14,16,288.6699,288,1236.577,16,315.087,0,0.0,0,0.23221029007191463,0.9947206267998776,1.0,0.2548058066743923
Maharashtra,PMGSY-II,14,125.65,3,77.4558,14,122.478,3,73.077,0,0.0,0,0.6164409072821329,0.9747552725825706,1.0,0.5966540929799637
Maharashtra,PMGSY-III,45,300.3,2,237.71518,23,198.25,0,161.8873,22,99.75,2,0.791592340992341,0.6601731601731602,0.0,0.8165815889029004
Maharashtra,PMGSY-I,43,115.012,0,38.8165,43,110.396,0,32.9066,0,0.0,0,0.33749956526275515,0.9598650575592113,0.0,0.2980778289068444
Maharashtra,PMGSY-II,4,31.307,0,14.1871,4,31.107,0,12.2026,0,0.0,0,0.4531606350017568,0.9936116523461207,0.0,0.39227826534220595
Maharashtra,PMGSY-III,17,87.81,0,57.7251,3,42.467,0,28.4308,14,45.243,0,0.6573864024598565,0.48362373306001594,0.0,0.6694798313984978
Maharashtra,PMGSY-I,137,976.956,9,240.7053,137,959.839,9,-31.8426,0,0.0,0,0.24638294866913146,0.9824792518803304,1.0,-0.03317493871368011
Maharashtra,PMGSY-II,5,41.95,2,25.1131,5,41.95,2,23.3738,0,0.0,0,0.5986436233611442,1.0,1.0,0.5571823599523241
Maharashtra,PMGSY-III,17,104.12,17,112.96683,13,94.121,0,59.8825,4,8.38,17,1.084967633499808,0.9039665770265077,0.0,0.63622889684555
Maharashtra,PMGSY-I,104,479.75,9,102.462,104,473.08,9,98.9662,0,0.0,0,0.21357373632100052,0.9860969254820219,1.0,0.20919548490741524
Maharashtra,PMGSY-II,6,39.38,1,24.2801,6,39.38,1,21.3985,0,0.0,0,0.6165591670898933,1.0,1.0,0.5433849669883188
Maharashtra,PMGSY-III,17,103.935,8,97.89375,7,73.145,0,52.078,10,29.785,8,0.9418747293981815,0.7037571559147544,0.0,0.7119830473716591
Maharashtra,PMGSY-I,147,913.3,37,230.781,147,918.3,37,567.0564,0,0.0,0,0.25268914923902336,1.0054746523595752,1.0,0.6175066971577916
Maharashtra,PMGSY-II,13,82.94,5,49.785,13,82.94,5,126.4599,0,0.0,0,0.6002531950807812,1.0,1.0,1.5247154569568364
Maharashtra,PMGSY-III,30,240.7,27,232.75546,24,195.87,0,140.1321,6,43.09,27,0.9669940174491068,0.8137515579559619,0.0,0.7154342165722163
Manipur,PMGSY-I,149,362.089,7,161.94646,147,389.07,6,144.0402,2,0.0,1,0.4472559508850034,1.0745148292270685,0.8571428571428571,0.370216670522014
Manipur,PMGSY-II,7,35.57,0,28.9618,5,34.22,0,19.8954,2,1.45,0,0.8142198481866741,0.9620466685409053,0.0,0.5813968439509059
Manipur,PMGSY-III,5,39.21,0,29.16435,0,0.0,0,0.0,5,39.21,0,0.7437987758224942,0.0,0.0,0.0
Manipur,PMGSY-I,218,1606.94,15,684.57053,191,1550.292,10,626.7779,27,33.63,5,0.426008768217855,0.9647479059579075,0.6666666666666666,0.4042966744329456
Manipur,PMGSY-II,3,13.68,0,12.0844,1,10.0,0,6.897,2,3.68,0,0.8833625730994152,0.7309941520467836,0.0,0.6897
Manipur,PMGSY-III,5,52.4,0,41.5295,0,0.0,0,0.0,5,52.4,0,0.7925477099236641,0.0,0.0,0.0
Manipur,PMGSY-I,217,2304.885,38,1113.40415,178,1911.436,25,825.6043,39,393.62,13,0.4830627775355386,0.8292977740754961,0.6578947368421053,0.43192882210024297
Manipur,PMGSY-II,3,10.0,0,8.0534,3,10.0,0,6.7823,0,0.0,0,0.80534,1.0,0.0,0.67823
Manipur,PMGSY-III,3,22.14,0,18.76678,0,0.0,0,0.0,3,22.14,0,0.8476413730803974,0.0,0.0,0.0
Manipur,PMGSY-I,242,522.193,35,367.55554,242,529.163,25,347.2712,0,0.0,10,0.7038691441670034,1.01334755540576,0.7142857142857143,0.656265082781676
Manipur,PMGSY-II,15,85.72,0,71.2072,14,85.52,0,58.6697,1,0.2,0,0.8306952869808679,0.9976668222118525,0.0,0.6860348456501404
Manipur,PMGSY-III,10,79.39,0,76.83461,0,0.0,0,0.0,10,79.39,0,0.967812192971407,0.0,0.0,0.0
Manipur,PMGSY-I,206,396.56,11,160.95803,206,386.22,9,122.5486,0,0.0,2,0.4058856919507767,0.9739257615493242,0.8181818181818182,0.3173025736626793
Manipur,PMGSY-II,8,38.9,0,29.539,8,39.92,0,24.7022,0,0.0,0,0.7593573264781491,1.0262210796915168,0.0,0.6187925851703406
Manipur,PMGSY-III,7,43.2,0,29.6641,0,0.0,0,0.0,7,43.2,0,0.6866689814814815,0.0,0.0,0.0
Manipur,PMGSY-I,276,2028.13,33,881.77681,264,1969.52,29,819.9189,12,34.21,4,0.43477331827841403,0.9711014579933238,0.8787878787878788,0.4163039217677404
Manipur,PMGSY-II,4,22.38,2,22.0518,3,10.38,2,14.7006,1,12.0,0,0.9853351206434317,0.4638069705093834,1.0,1.4162427745664738
Manipur,PMGSY-III,10,103.1,0,82.47903,0,0.0,0,0.0,10,103.1,0,0.7999905916585839,0.0,0.0,0.0
Manipur,PMGSY-I,175,1697.24,24,796.65261,138,1600.725,14,646.9553,37,97.48,10,0.46938123659588504,0.9431341472036954,0.5833333333333334,0.4041639257211576
Manipur,PMGSY-II,2,20.4,1,19.0556,0,10.0,1,9.2618,2,10.4,0,0.9340980392156862,0.4901960784313726,1.0,0.9261799999999999
Manipur,PMGSY-III,2,20.2,0,17.74663,0,0.0,0,0.0,2,20.2,0,0.8785460396039604,0.0,0.0,0.0
Manipur,PMGSY-I,185,563.599,17,288.25917,184,570.77,13,241.9871,1,0.0,4,0.5114614646228967,1.0127235853860634,0.7647058823529411,0.42396604586786274
Manipur,PMGSY-II,10,59.35,0,51.038,10,59.35,0,42.2726,0,0.0,0,0.8599494524010108,1.0,0.0,0.7122594776748103
Manipur,PMGSY-III,9,89.195,0,65.83598,0,0.0,0,0.0,9,89.195,0,0.7381128987050845,0.0,0.0,0.0
Manipur,PMGSY-I,190,1866.304,28,817.54852,165,1641.723,25,739.4546,25,224.1,3,0.4380575297486369,0.8796653707005931,0.8928571428571429,0.4504137421477314
Manipur,PMGSY-II,3,39.0,0,33.217,2,33.0,0,26.6118,1,6.0,0,0.8517179487179487,0.8461538461538461,0.0,0.8064181818181818
Manipur,PMGSY-III,5,53.4,0,42.698,0,0.0,0,0.0,5,53.4,0,0.7995880149812734,0.0,0.0,0.0
Meghalaya,PMGSY-I,132,560.179,22,412.41858,125,528.325,22,376.0392,7,29.152,0,0.7362264204834527,0.9431360333036406,1.0,0.7117573463303837
Meghalaya,PMGSY-II,12,49.9,0,37.62681,10,45.905,0,37.7306,2,3.995,0,0.7540442885771543,0.9199398797595191,0.0,0.8219278945648623
Meghalaya,PMGSY-III,6,40.91,0,41.3175,0,0.8,0,3.1619,6,40.11,0,1.0099608897580055,0.019555120997311173,0.0,3.952375
Meghalaya,PMGSY-I,191,742.539,4,366.82525,189,733.579,3,345.1097,2,2.533,1,0.49401479248901403,0.9879332937394534,0.75,0.47044653677381715
Meghalaya,PMGSY-II,18,106.012,0,73.62574,18,105.915,0,71.7412,0,0.0,0,0.694503829755122,0.9990850092442366,0.0,0.6773469291412926
Meghalaya,PMGSY-III,18,134.093,0,122.62456,0,1.48,0,10.8119,18,132.613,0,0.9144739844734625,0.011037116031411037,0.0,7.305337837837838
Meghalaya,PMGSY-I,119,406.841,1,190.58205,117,390.968,1,171.922,2,8.313,0,0.4684435688635118,0.9609847581733405,1.0,0.43973419819524867
Meghalaya,PMGSY-II,10,58.889,1,39.38488,9,53.065,0,35.5946,1,2.7,1,0.6687985871724771,0.9011020733923143,0.0,0.6707735795722227
Meghalaya,PMGSY-III,8,91.95,0,85.76398,0,0.0,0,0.0,8,91.95,0,0.9327240891789016,0.0,0.0,0.0
Meghalaya,PMGSY-I,129,557.943,4,293.4495,125,542.066,3,266.9401,4,12.832,1,0.5259488872519236,0.9715436881545249,0.75,0.49244944342570823
Meghalaya,PMGSY-II,6,36.298,0,21.58507,5,34.898,0,18.8161,1,1.4,0,0.5946627913383657,0.9614303818392198,0.0,0.5391741647085792
Meghalaya,PMGSY-III,4,34.62,0,25.00668,0,0.0,0,4.1874,4,34.62,0,0.7223188908145581,0.0,0.0,4.1874
Meghalaya,PMGSY-I,35,132.048,19,185.8368,30,119.816,18,169.2953,5,12.463,1,1.4073427844420212,0.907367018054041,0.9473684210526315,1.4129607064165053
Meghalaya,PMGSY-II,10,57.631,6,60.78697,7,53.081,6,43.4494,3,4.55,0,1.0547616734049383,0.9210494351998058,1.0,0.8185490100035794
Meghalaya,PMGSY-III,3,19.071,0,20.25341,0,0.0,0,3.1226,3,19.071,0,1.0620004194850818,0.0,0.0,3.1226
Meghalaya,PMGSY-I,261,897.868,39,665.43897,253,892.788,38,638.3929,8,5.948,1,0.7411322933883377,0.9943421527440559,0.9743589743589743,0.7150554218918713
Meghalaya,PMGSY-II,22,98.48,4,98.78554,20,97.93,4,90.61,2,0.6,0,1.0031025588952072,0.9944151096669375,1.0,0.9252527315429387
Meghalaya,PMGSY-III,11,90.105,0,87.32704,1,27.9,0,20.492,10,62.205,0,0.9691697464069695,0.3096387547860829,0.0,0.7344802867383513
Meghalaya,PMGSY-I,213,967.815,11,539.2124,206,924.858,11,482.8454,7,42.226,0,0.5571440822884539,0.9556144511089412,1.0,0.5220751726210943
Meghalaya,PMGSY-II,16,82.75,1,48.48534,15,77.75,0,45.6327,1,5.0,1,0.5859255589123867,0.9395770392749244,0.0,0.5869157556270096
Meghalaya,PMGSY-III,5,32.51,0,30.0425,0,0.0,0,4.5875,5,32.51,0,0.9241002768378961,0.0,0.0,4.5875
Mizoram,PMGSY-I,64,759.82,0,355.6042,64,757.82,0,352.1993,0,0.0,0,0.4680111078939748,0.9973677976362822,0.0,0.46475323955556724
Mizoram,PMGSY-II,1,46.0,0,76.221,0,39.0,0,73.9729,1,7.0,0,1.6569782608695653,0.8478260869565217,0.0,1.8967410256410255
Mizoram,PMGSY-III,3,63.954,0,63.21528,0,0.0,0,0.0,3,63.954,0,0.9884491978609625,0.0,0.0,0.0
Mizoram,PMGSY-I,59,748.765,0,391.1319,58,748.851,0,386.1861,1,0.0,0,0.522369368226346,1.0001148557958772,0.0,0.515704859845283
Mizoram,PMGSY-II,1,60.0,0,95.2352,0,60.0,0,88.2298,1,0.0,0,1.5872533333333334,1.0,0.0,1.4704966666666666
Mizoram,PMGSY-III,4,94.64,0,103.35239,0,0.0,0,0.0,4,94.64,0,1.0920582206255283,0.0,0.0,0.0
Mizoram,PMGSY-I,6,63.87,0,60.5714,6,63.87,0,51.7978,0,0.0,0,0.9483544700172225,1.0,0.0,0.8109879442617818
Mizoram,PMGSY-III,1,6.12,0,4.6329,0,0.0,0,0.0,1,6.12,0,0.7570098039215687,0.0,0.0,0.0
Mizoram,PMGSY-I,56,549.6,0,437.4462,45,540.73,0,406.2075,11,4.55,0,0.7959355895196506,0.9838609898107714,0.0,0.7512205721894475
Mizoram,PMGSY-II,1,32.0,0,25.8464,0,25.0,0,21.1559,1,7.0,0,0.8077,0.78125,0.0,0.846236
Mizoram,PMGSY-III,1,29.1,0,43.655,0,0.0,0,0.0,1,29.1,0,1.500171821305842,0.0,0.0,0.0
Mizoram,PMGSY-I,59,738.914,0,537.8182,53,728.808,0,483.3984,6,4.762,0,0.7278495197005336,0.9863231715734172,0.0,0.6632726314749563
Mizoram,PMGSY-II,1,30.5,0,40.8027,1,30.2,0,38.9444,0,0.0,0,1.337793442622951,0.9901639344262295,0.0,1.2895496688741723
Mizoram,PMGSY-III,3,131.5,0,169.8143,0,0.0,0,0.0,3,131.5,0,1.2913634980988593,0.0,0.0,0.0
Mizoram,PMGSY-I,29,329.913,0,217.0491,26,297.288,0,157.5442,3,29.39,0,0.6578979912886125,0.9011102927135336,0.0,0.5299379726056888
Mizoram,PMGSY-II,1,9.75,0,9.919,1,9.75,0,9.9171,0,0.0,0,1.0173333333333334,1.0,0.0,1.0171384615384615
Mizoram,PMGSY-III,3,111.31,0,115.49372,0,0.0,0,0.0,3,111.31,0,1.0375862007007457,0.0,0.0,0.0
Mizoram,PMGSY-I,41,638.51,0,346.0749,38,629.94,0,327.1589,3,5.79,0,0.5420038840425365,0.9865781272023931,0.0,0.5193493031082325
Mizoram,PMGSY-I,31,459.09,0,232.1615,31,457.55,0,223.6491,0,0.0,0,0.5056993182164717,0.9966455379119563,0.0,0.4887970713583215
Mizoram,PMGSY-II,1,16.0,0,14.2014,1,15.5,0,11.0998,0,0.0,0,0.8875875,0.96875,0.0,0.7161161290322581
Mizoram,PMGSY-III,2,50.88,0,62.54132,0,0.0,0,0.0,2,50.88,0,1.229192610062893,0.0,0.0,0.0
Nagaland,PMGSY-I,25,238.51,2,53.1738,25,238.51,2,50.9683,0,0.0,0,0.22294159574022054,1.0,1.0,0.2136946039998323
Nagaland,PMGSY-II,1,12.7,0,11.1485,1,12.7,0,11.1208,0,0.0,0,0.8778346456692914,1.0,0.0,0.8756535433070866
Nagaland,PMGSY-III,3,23.2,0,17.0742,0,0.0,0,0.0,3,23.2,0,0.7359568965517242,0.0,0.0,0.0
Nagaland,PMGSY-I,38,667.74,10,243.3672,37,655.74,10,241.5156,1,12.0,0,0.3644640129391679,0.9820289334171983,1.0,0.3683100009149968
Nagaland,PMGSY-II,1,17.0,0,16.97,0,15.0,0,15.62,1,2.0,0,0.998235294117647,0.8823529411764706,0.0,1.0413333333333332
Nagaland,PMGSY-III,2,19.08,0,18.203,0,0.0,0,0.0,2,19.08,0,0.954035639412998,0.0,0.0,0.0
Nagaland,PMGSY-I,25,265.36,3,91.0811,24,258.86,3,92.6676,1,6.5,0,0.3432359813084112,0.9755049743744347,1.0,0.35798346596615926
Nagaland,PMGSY-II,2,38.5,0,33.7997,1,38.5,0,30.9602,1,0.0,0,0.8779142857142858,1.0,0.0,0.804161038961039
Nagaland,PMGSY-III,5,73.59,0,59.3823,0,0.0,0,0.0,5,73.59,0,0.8069343660823481,0.0,0.0,0.0
